Player_Name,Age,Position,Continent,Minutes_Played,Goals,Assists,Defensive_Impact,Injury_Days,Market_Value_M,Contract_Years_Left,Coach_Trust_Score,Saves,Contract_Renewed
Player_1158,21,Defender,Europe,2574,1,2.0,55,21.0,11.6,0,63,0,1
Player_1159,28,Midfielder,South America,1277,8,9.0,56,1.0,14.7,0,49,0,1
Player_1160,25,Goalkeeper,Europe,2460,0,0.0,95,7.0,1.0,2,87,140,1
Player_1161,27,Forward,Africa,1547,11,1.0,49,0.0,13.5,0,29,0,1
Player_1162,26,Goalkeeper,Africa,1980,0,0.0,72,18.0,3.2,0,54,88,1
Player_1163,22,Midfielder,Europe,3400,7,6.0,91,54.0,15.8,0,80,0,1
Player_1164,22,Defender,Africa,2111,1,2.0,74,29.0,21.6,3,56,0,0
Player_1165,22,Goalkeeper,Europe,1872,0,0.0,65,39.0,1.0,2,39,118,0
Player_1166,24,Forward,Asia,2476,11,5.0,36,31.0,1.0,3,69,0,1
Player_1167,27,Goalkeeper,Africa,2520,0,0.0,92,10.0,40.2,0,65,129,1
Player_1168,29,Midfielder,Europe,1651,7,6.0,79,13.0,13.4,1,65,0,1
Player_1169,25,Forward,Asia,2695,10,9.0,29,5.0,40.9,1,68,0,1
Player_1170,32,Defender,Africa,2735,1,0.0,69,,35.5,1,98,0,1
Player_1171,23,Defender,Africa,2680,3,4.0,77,0.0,15.7,2,57,0,1
Player_1172,25,Defender,Africa,2788,2,4.0,75,0.0,1.0,0,77,0,1
Player_1173,25,Forward,Asia,1613,1,2.0,37,31.0,20.8,3,69,0,0
Player_1174,21,Goalkeeper,Europe,2728,0,0.0,70,31.0,11.5,2,91,98,1
Player_1175,23,Midfielder,Europe,2192,5,8.0,52,17.0,23.9,1,75,0,1
Player_1176,31,Midfielder,Europe,2664,5,7.0,74,26.0,1.0,2,70,0,1
Player_1177,20,Goalkeeper,South America,2966,0,0.0,69,14.0,31.5,2,81,56,1
Player_1178,25,Goalkeeper,Europe,1998,0,0.0,43,4.0,15.2,0,43,45,1
Player_1179,30,Midfielder,Africa,2138,6,8.0,58,27.0,12.5,3,61,0,0
Player_1180,28,Midfielder,Europe,3095,8,10.0,62,0.0,40.4,0,100,0,1
Player_1181,32,Goalkeeper,Africa,1998,0,0.0,52,0.0,1.0,0,43,138,1
Player_1182,25,Forward,Asia,2381,20,3.0,70,57.0,,1,66,0,1
Player_1183,28,Midfielder,South America,1991,1,12.0,88,21.0,1.0,1,26,0,0
Player_1184,26,Forward,South America,1900,9,8.0,50,45.0,3.1,3,39,0,0
Player_1185,29,Forward,Europe,2468,21,6.0,67,28.0,33.9,3,70,0,1
Player_1186,26,Goalkeeper,Asia,2746,0,0.0,94,32.0,16.8,0,95,24,1
Player_1187,20,Goalkeeper,Asia,2608,0,0.0,70,30.0,19.0,0,83,65,1
Player_1188,28,Midfielder,South America,2796,10,15.0,73,23.0,1.0,0,67,0,1
Player_1189,25,Goalkeeper,Europe,2830,0,0.0,60,33.0,18.0,0,72,97,1
Player_1190,24,Forward,Africa,1942,1,,32,7.0,24.3,1,54,0,1
Player_1191,26,Forward,Africa,2797,15,4.0,33,24.0,26.6,1,95,0,1
Player_1192,30,Forward,Europe,1875,11,7.0,56,36.0,17.0,2,26,0,0
Player_1193,22,Forward,Africa,2363,14,1.0,40,30.0,1.0,2,91,0,1
Player_1194,24,Defender,Asia,2954,0,0.0,63,16.0,,1,71,0,1
Player_1195,27,Forward,Africa,2097,11,0.0,45,16.0,42.2,1,60,0,1
Player_1196,18,Defender,Asia,2570,2,0.0,47,48.0,39.2,3,37,0,0
Player_1197,24,Midfielder,South America,3198,4,5.0,65,0.0,1.0,2,90,0,1
Player_1198,18,Midfielder,Europe,2348,9,1.0,56,42.0,26.0,2,65,0,1
Player_1199,30,Defender,Africa,2923,2,0.0,63,23.0,15.2,1,89,0,1
Player_1200,19,Midfielder,Europe,1303,6,5.0,60,0.0,18.3,0,44,0,1
Player_1201,28,Forward,Asia,2241,11,8.0,20,28.0,1.0,2,62,0,1
Player_1202,21,Forward,South America,2669,11,4.0,23,12.0,6.5,1,80,0,1
Player_1203,22,Midfielder,Asia,2997,0,3.0,95,9.0,1.0,3,78,0,1
Player_1204,24,Defender,Asia,1698,0,7.0,66,0.0,40.4,0,54,0,1
Player_1205,22,Defender,South America,1640,3,1.0,41,53.0,11.5,1,67,0,1
Player_1206,31,Midfielder,Africa,1599,10,4.0,41,9.0,24.0,2,38,0,0
Player_1207,24,Midfielder,South America,2886,6,3.0,80,21.0,1.0,1,81,0,1
Player_1208,27,Defender,Asia,2212,3,0.0,75,0.0,24.1,1,100,0,1
Player_1209,22,Goalkeeper,Asia,1744,0,0.0,59,20.0,2.1,0,51,115,1
Player_1210,28,Forward,Europe,1138,17,7.0,52,,21.3,3,60,0,0
Player_1211,33,Midfielder,South America,1628,10,6.0,68,0.0,13.7,0,30,0,1
Player_1212,24,Forward,South America,1541,9,3.0,41,0.0,1.0,2,50,0,0
Player_1213,22,Forward,South America,2844,13,6.0,61,11.0,9.4,1,88,0,1
Player_1214,28,Defender,Europe,2087,4,1.0,70,18.0,4.0,3,76,0,1
Player_1215,31,Midfielder,Europe,2466,6,6.0,74,32.0,27.1,3,70,0,1
Player_1216,27,Goalkeeper,Africa,2487,0,0.0,54,21.0,1.0,0,82,109,1
Player_1217,28,Forward,Asia,3500,9,5.0,61,46.0,17.6,2,77,0,1
Player_1218,30,Midfielder,South America,1299,4,12.0,84,25.0,1.0,0,44,0,1
Player_1219,23,Midfielder,South America,2398,2,,39,42.0,12.0,3,77,0,1
Player_1220,25,Goalkeeper,South America,1559,0,0.0,51,0.0,7.2,2,50,66,0
Player_1221,32,Forward,South America,2816,16,4.0,62,13.0,17.5,3,77,0,1
Player_1222,28,Defender,Africa,2582,1,,79,32.0,12.1,2,51,0,1
Player_1223,25,Forward,Africa,2574,22,1.0,33,10.0,38.3,3,74,0,1
Player_1224,22,Goalkeeper,South America,2535,0,0.0,63,0.0,4.6,1,100,101,1
Player_1225,26,Goalkeeper,Africa,2050,0,0.0,74,23.0,22.4,0,76,116,1
Player_1226,26,Forward,Africa,1613,8,0.0,70,35.0,,2,40,0,0
Player_1227,23,Goalkeeper,Asia,3125,0,0.0,48,20.0,16.4,0,87,86,1
Player_1228,18,Midfielder,Africa,2049,2,7.0,91,0.0,6.0,0,66,0,1
Player_1229,24,Goalkeeper,Africa,2644,0,0.0,67,26.0,8.6,0,78,113,1
Player_1230,23,Midfielder,Africa,2668,6,,66,25.0,17.4,3,73,0,1
Player_1231,27,Goalkeeper,Europe,2522,0,0.0,51,46.0,1.0,0,64,87,1
Player_1232,27,Midfielder,Africa,3145,0,4.0,38,18.0,22.1,3,98,0,1
Player_1233,26,Forward,Asia,2826,15,3.0,20,23.0,1.0,2,94,0,1
Player_1234,25,Midfielder,Europe,120,10,5.0,74,22.0,17.3,1,38,0,0
Player_1235,27,Goalkeeper,Africa,1644,0,0.0,51,42.0,28.9,3,45,139,0
Player_1236,24,Forward,Africa,2993,13,1.0,67,37.0,16.2,2,85,0,1
Player_1237,24,Midfielder,Asia,2697,0,2.0,84,13.0,21.1,3,54,0,0
Player_1238,33,Forward,Europe,2914,10,3.0,55,57.0,32.3,1,100,0,1
Player_1239,22,Defender,Asia,1708,0,2.0,72,14.0,30.1,1,63,0,1
Player_1240,19,Goalkeeper,Asia,1841,0,0.0,82,8.0,6.0,2,60,51,1
Player_1241,24,Goalkeeper,Europe,2397,0,0.0,61,33.0,9.5,0,96,86,1
Player_1242,28,Defender,Europe,2647,0,0.0,75,19.0,26.3,0,71,0,1
Player_1243,24,Goalkeeper,South America,3400,0,0.0,47,32.0,9.4,0,69,80,1
Player_1244,22,Goalkeeper,South America,2542,0,0.0,90,27.0,19.6,1,60,105,1
Player_1245,34,Forward,South America,1971,9,3.0,32,0.0,24.1,2,32,0,0
Player_1246,19,Forward,Africa,2651,5,3.0,61,0.0,1.0,1,79,0,1
Player_1247,30,Defender,Africa,1255,2,3.0,39,33.0,31.1,0,40,0,1
Player_1248,31,Forward,Europe,2881,12,3.0,25,17.0,26.5,2,70,0,1
Player_1249,18,Defender,Africa,2961,2,1.0,82,48.0,1.0,2,81,0,1
Player_1250,20,Defender,Africa,2499,2,3.0,62,0.0,11.2,2,81,0,1
Player_1251,30,Forward,South America,1496,18,3.0,45,7.0,20.7,2,58,0,0
Player_1252,21,Goalkeeper,Africa,1792,0,0.0,72,66.0,5.1,1,75,150,1
Player_1253,25,Midfielder,South America,2021,3,6.0,48,16.0,40.5,3,65,0,0
Player_1254,25,Midfielder,South America,1179,7,8.0,70,13.0,13.6,1,52,0,1
Player_1255,25,Defender,Europe,2388,2,4.0,80,21.0,40.8,1,81,0,1
Player_1256,31,Midfielder,Europe,2564,0,12.0,72,16.0,22.2,3,69,0,1
Player_1257,26,Midfielder,Europe,1844,11,6.0,64,0.0,,3,47,0,0
Player_1258,27,Forward,Africa,1583,2,6.0,62,0.0,41.8,0,49,0,1
Player_1259,25,Forward,Europe,1961,3,7.0,28,2.0,32.9,2,20,0,0
Player_1260,19,Goalkeeper,Africa,2189,0,0.0,74,27.0,13.5,3,100,83,1
Player_1261,25,Forward,Europe,1721,12,6.0,58,0.0,14.3,0,51,0,1
Player_1262,28,Goalkeeper,Africa,60,0,0.0,70,28.0,5.9,0,68,119,1
Player_1263,20,Defender,Africa,1554,0,3.0,50,11.0,24.8,3,44,0,0
Player_1264,27,Goalkeeper,Africa,1560,0,0.0,78,5.0,13.1,1,48,93,1
Player_1265,26,Defender,Europe,1749,1,2.0,49,8.0,23.8,0,25,0,1
Player_1266,30,Defender,Africa,2961,0,4.0,67,26.0,10.6,1,88,0,1
Player_1267,27,Defender,Asia,1711,0,0.0,72,29.0,27.8,2,43,0,0
Player_1268,21,Forward,Europe,1790,18,3.0,42,0.0,23.0,1,38,0,1
Player_1269,30,Goalkeeper,South America,2664,0,0.0,62,15.0,9.7,0,53,64,1
Player_1270,26,Forward,Asia,2395,12,4.0,53,19.0,28.5,1,48,0,1
Player_1271,18,Goalkeeper,South America,2370,0,0.0,48,13.0,13.5,2,98,101,1
Player_1272,26,Goalkeeper,South America,2702,0,0.0,75,8.0,34.1,3,58,99,1
Player_1273,19,Goalkeeper,Africa,2322,0,0.0,72,51.0,1.0,1,65,114,1
Player_1274,27,Defender,South America,2308,0,0.0,88,16.0,23.6,0,73,0,1
Player_1275,21,Midfielder,Asia,2760,8,16.0,54,34.0,1.0,3,77,0,1
Player_1276,29,Midfielder,Europe,956,5,4.0,59,,34.8,1,43,0,0
Player_1277,26,Defender,Europe,2268,2,0.0,86,23.0,23.9,0,62,0,1
Player_1278,24,Midfielder,Asia,2094,0,0.0,60,28.0,8.2,1,59,0,1
Player_1279,22,Midfielder,Africa,1926,4,15.0,85,38.0,35.5,1,30,0,0
Player_1280,21,Goalkeeper,Asia,1535,0,0.0,90,7.0,1.0,0,38,82,1
Player_1281,27,Forward,Africa,2350,7,7.0,30,14.0,28.3,0,65,0,1
Player_1282,23,Goalkeeper,Asia,2555,0,0.0,57,10.0,26.3,2,100,108,1
Player_1283,27,Forward,South America,2518,5,5.0,39,24.0,19.7,1,80,0,1
Player_1284,24,Goalkeeper,Africa,2235,0,0.0,51,11.0,38.9,0,79,89,1
Player_1285,33,Goalkeeper,South America,1383,0,0.0,53,52.0,18.7,2,41,54,0
Player_1286,27,Forward,Asia,2526,5,,34,23.0,1.2,2,93,0,1
Player_1287,29,Forward,Africa,1982,10,4.0,28,9.0,13.9,2,69,0,1
Player_1288,29,Midfielder,Asia,2760,7,2.0,69,37.0,,0,84,0,1
Player_1289,35,Defender,Europe,2837,4,2.0,84,3.0,29.9,0,84,0,1
Player_1290,27,Midfielder,Asia,2989,3,6.0,71,0.0,21.4,2,49,0,1
Player_1291,30,Goalkeeper,Europe,2227,0,,62,1.0,14.5,1,85,106,1
Player_1292,23,Forward,Asia,1692,15,2.0,40,20.0,22.7,3,57,0,0
Player_1293,20,Midfielder,Africa,1053,3,14.0,95,54.0,15.1,1,20,0,0
Player_1294,18,Defender,South America,1831,1,4.0,83,22.0,4.7,2,30,0,0
Player_1295,27,Forward,South America,2618,14,1.0,49,26.0,1.9,0,63,0,1
Player_1296,28,Forward,Europe,2059,21,6.0,32,17.0,19.0,2,64,0,1
Player_1297,22,Forward,South America,2620,17,6.0,62,7.0,43.1,2,61,0,1
Player_1298,21,Defender,Asia,1144,1,0.0,77,22.0,1.0,1,39,0,0
Player_1299,24,Defender,South America,1134,0,0.0,91,21.0,27.9,1,22,0,0
Player_1300,30,Defender,Asia,2980,0,0.0,77,30.0,7.8,1,70,0,1
Player_1301,23,Defender,Asia,2266,4,0.0,85,2.0,5.3,3,87,0,1
Player_1302,29,Forward,Europe,2710,4,3.0,52,18.0,1.9,1,81,0,1
Player_1303,23,Forward,Asia,3276,21,6.0,60,19.0,29.5,3,97,0,1
Player_1304,26,Forward,Asia,2046,1,4.0,52,36.0,25.6,3,66,0,0
Player_1305,18,Goalkeeper,South America,1902,0,0.0,65,11.0,27.3,2,74,93,1
Player_1306,25,Midfielder,South America,2044,6,,71,27.0,21.1,3,81,0,1
Player_1307,27,Midfielder,Asia,1136,8,4.0,53,0.0,24.5,3,41,0,0
Player_1308,19,Goalkeeper,Africa,2486,0,0.0,48,20.0,21.6,0,88,143,1
Player_1309,20,Midfielder,Europe,2168,4,8.0,73,10.0,11.4,2,58,0,1
Player_1310,29,Goalkeeper,Africa,2475,0,0.0,83,11.0,8.1,2,58,100,1
Player_1311,21,Goalkeeper,Asia,3309,0,0.0,50,23.0,41.5,2,83,95,1
Player_1312,22,Goalkeeper,Africa,1370,0,0.0,81,48.0,11.4,3,27,16,0
Player_1313,22,Forward,Africa,2131,21,7.0,44,9.0,9.3,1,96,0,1
Player_1314,26,Defender,Europe,938,0,0.0,61,29.0,16.4,3,43,0,0
Player_1315,31,Goalkeeper,Asia,1782,0,0.0,95,4.0,19.3,0,40,93,1
Player_1316,27,Goalkeeper,Europe,60,0,0.0,76,2.0,1.2,3,82,75,0
Player_1317,28,Midfielder,Asia,1235,4,6.0,77,0.0,,1,27,0,0
Player_1318,27,Defender,Europe,1578,0,1.0,54,8.0,1.0,2,20,0,0
Player_1319,30,Goalkeeper,South America,1422,0,0.0,67,33.0,8.8,2,32,96,0
Player_1320,30,Defender,Europe,1498,1,0.0,64,18.0,5.2,3,38,0,0
Player_1321,20,Goalkeeper,South America,2246,0,0.0,85,0.0,8.7,3,82,126,1
Player_1322,20,Forward,Europe,2098,13,4.0,20,,40.8,0,76,0,1
Player_1323,21,Forward,South America,1892,22,7.0,49,25.0,8.1,0,41,0,1
Player_1324,25,Defender,South America,2529,5,4.0,48,22.0,29.1,3,84,0,1
Player_1325,23,Forward,Asia,3400,4,1.0,43,60.0,5.5,3,71,0,1
Player_1326,30,Goalkeeper,Europe,2189,0,0.0,64,29.0,22.1,1,90,128,1
Player_1327,27,Defender,South America,2375,2,2.0,70,17.0,,0,97,0,1
Player_1328,19,Midfielder,Asia,2206,3,5.0,76,31.0,16.3,2,46,0,0
Player_1329,22,Midfielder,South America,2737,0,11.0,77,44.0,15.0,3,44,0,0
Player_1330,27,Midfielder,South America,2964,9,4.0,71,7.0,5.7,1,89,0,1
Player_1331,21,Midfielder,Europe,1663,1,1.0,72,41.0,15.2,1,22,0,0
Player_1332,29,Defender,Africa,3211,0,1.0,77,,,1,55,0,1
Player_1333,28,Midfielder,Europe,2679,6,4.0,84,,6.5,0,75,0,1
Player_1334,20,Goalkeeper,Asia,2611,0,0.0,66,9.0,17.5,1,75,116,1
Player_1335,28,Goalkeeper,Asia,2106,0,0.0,81,26.0,,2,73,85,1
Player_1336,28,Forward,Europe,1979,9,10.0,54,2.0,26.6,0,46,0,1
Player_1337,27,Forward,Europe,2282,19,6.0,39,38.0,21.5,2,76,0,1
Player_1338,27,Forward,South America,2143,12,3.0,28,0.0,1.0,0,61,0,1
Player_1339,25,Goalkeeper,Africa,2261,0,0.0,65,0.0,41.6,0,91,103,1
Player_1340,33,Forward,Europe,1613,23,2.0,43,0.0,18.2,2,50,0,0
Player_1341,25,Midfielder,Asia,2628,6,4.0,61,34.0,8.2,1,88,0,1
Player_1342,30,Midfielder,Africa,1198,10,15.0,73,,33.6,0,40,0,1
Player_1343,26,Forward,Africa,1411,12,6.0,47,39.0,6.4,3,37,0,0
Player_1344,33,Defender,South America,2109,2,1.0,57,50.0,10.1,3,58,0,0
Player_1345,24,Defender,Africa,998,0,0.0,79,4.0,31.3,2,65,0,0
Player_1346,29,Defender,Africa,2070,2,0.0,67,0.0,28.4,3,100,0,1
Player_1347,27,Defender,Asia,1005,1,2.0,71,3.0,21.7,3,26,0,0
Player_1348,22,Forward,South America,2587,5,6.0,20,53.0,6.4,0,71,0,1
Player_1349,27,Defender,South America,60,0,2.0,78,37.0,29.9,2,42,0,0
Player_1350,25,Midfielder,Asia,3400,9,3.0,71,11.0,,2,56,0,1
Player_1351,24,Defender,Africa,3286,3,0.0,88,39.0,12.6,2,85,0,1
Player_1352,22,Midfielder,Africa,1917,11,5.0,41,16.0,16.8,2,62,0,1
Player_1353,26,Forward,South America,1947,18,5.0,28,41.0,20.9,3,45,0,0
Player_1354,26,Goalkeeper,South America,120,0,0.0,53,7.0,18.1,3,42,128,0
Player_1355,26,Goalkeeper,Africa,2712,0,,70,39.0,24.0,2,75,89,1
Player_1356,22,Forward,South America,2504,11,,56,0.0,11.7,3,90,0,1
Player_1357,27,Defender,Europe,2171,2,2.0,47,11.0,42.2,0,65,0,1
Player_1358,24,Defender,Asia,1875,1,0.0,77,,29.6,2,29,0,0
Player_1359,24,Goalkeeper,South America,2064,0,0.0,76,2.0,31.7,0,92,60,1
Player_1360,24,Midfielder,Europe,1880,15,5.0,95,0.0,3.2,1,34,0,1
Player_1361,22,Goalkeeper,Africa,2039,0,0.0,59,1.0,35.4,1,93,118,1
Player_1362,28,Forward,Europe,2255,9,2.0,45,0.0,3.1,0,92,0,1
Player_1363,33,Defender,South America,2435,4,1.0,49,30.0,26.5,1,76,0,1
Player_1364,25,Defender,Africa,2777,0,0.0,54,19.0,1.7,3,64,0,1
Player_1365,23,Midfielder,South America,2043,0,7.0,88,20.0,41.1,2,95,0,1
Player_1366,29,Defender,Asia,2244,2,3.0,64,0.0,25.4,2,58,0,1
Player_1367,22,Midfielder,Europe,2200,5,1.0,72,,1.1,3,94,0,1
Player_1368,19,Goalkeeper,Africa,3400,0,0.0,63,20.0,1.0,2,74,96,1
Player_1369,25,Defender,Asia,1862,0,4.0,70,48.0,10.1,1,38,0,0
Player_1370,29,Defender,South America,1226,0,4.0,52,0.0,46.0,1,24,0,0
Player_1371,26,Midfielder,Asia,2241,0,5.0,76,25.0,31.6,0,69,0,1
Player_1372,28,Midfielder,Europe,1786,0,1.0,48,38.0,1.0,1,49,0,1
Player_1373,24,Defender,Asia,2138,4,1.0,79,18.0,15.7,0,100,0,1
Player_1374,20,Goalkeeper,Asia,2973,0,0.0,79,,42.4,2,47,74,1
Player_1375,21,Goalkeeper,Africa,2447,0,0.0,53,26.0,15.2,3,67,101,1
Player_1376,24,Goalkeeper,Europe,1546,0,0.0,95,8.0,1.0,1,32,51,0
Player_1377,29,Forward,Asia,2392,14,3.0,35,10.0,16.8,0,87,0,1
Player_1378,27,Goalkeeper,South America,2500,0,0.0,77,35.0,22.3,1,80,125,1
Player_1379,23,Midfielder,Africa,1686,1,7.0,42,27.0,16.4,2,62,0,1
Player_1380,23,Forward,Europe,2078,18,9.0,29,21.0,22.4,3,80,0,1
Player_1381,24,Midfielder,Asia,2968,0,5.0,76,27.0,38.3,1,92,0,1
Player_1382,24,Forward,South America,2979,7,7.0,67,42.0,19.6,0,70,0,1
Player_1383,19,Forward,Asia,2386,5,2.0,22,8.0,17.6,0,79,0,1
Player_1384,23,Forward,Asia,2841,10,2.0,43,57.0,23.0,1,69,0,1
Player_1385,19,Defender,South America,2068,2,1.0,45,0.0,39.8,2,96,0,1
Player_1386,22,Defender,South America,120,3,0.0,91,22.0,32.2,2,20,0,0
Player_1387,28,Goalkeeper,Europe,2195,0,0.0,82,36.0,19.0,0,65,113,1
Player_1388,25,Midfielder,Asia,1676,2,1.0,62,40.0,20.7,1,37,0,0
Player_1389,29,Midfielder,Europe,1700,6,6.0,81,0.0,5.2,3,20,0,0
Player_1390,24,Goalkeeper,Africa,2926,0,0.0,62,7.0,31.1,2,91,87,1
Player_1391,28,Defender,Asia,1553,4,6.0,77,0.0,9.6,2,54,0,0
Player_1392,24,Defender,Asia,2963,3,0.0,70,0.0,15.3,0,66,0,1
Player_1393,30,Midfielder,Asia,3400,0,0.0,66,0.0,18.7,1,86,0,1
Player_1394,31,Forward,South America,120,13,4.0,20,18.0,19.1,0,54,0,1
Player_1395,23,Forward,Europe,1938,3,0.0,23,0.0,23.1,2,37,0,0
Player_1396,23,Midfielder,Europe,1609,0,13.0,54,9.0,1.0,1,59,0,1
Player_1397,26,Forward,Asia,1704,9,10.0,38,14.0,3.9,3,20,0,0
Player_1398,25,Goalkeeper,South America,2395,0,0.0,86,0.0,1.1,0,66,89,1
Player_1399,25,Midfielder,South America,2126,7,3.0,84,26.0,13.2,2,99,0,1
Player_1400,32,Defender,Africa,2759,0,5.0,81,58.0,36.6,1,98,0,1
Player_1401,29,Goalkeeper,Africa,3009,0,0.0,95,22.0,1.0,3,70,101,1
Player_1402,26,Defender,South America,1452,0,0.0,82,49.0,,3,60,0,0
Player_1403,25,Forward,South America,1154,9,4.0,32,19.0,24.6,1,57,0,1
Player_1404,24,Defender,Africa,1057,1,2.0,88,6.0,25.7,2,49,0,0
Player_1405,26,Forward,South America,2758,8,3.0,39,5.0,25.6,3,64,0,1
Player_1406,26,Forward,Asia,2139,13,3.0,34,19.0,21.0,2,74,0,1
Player_1407,32,Forward,Europe,1605,11,0.0,45,0.0,13.8,1,39,0,1
Player_1408,27,Midfielder,Asia,1868,3,12.0,74,6.0,14.2,0,69,0,1
Player_1409,25,Forward,Europe,1786,7,3.0,31,0.0,1.1,0,32,0,1
Player_1410,28,Forward,South America,1971,10,8.0,59,12.0,8.5,0,32,0,1
Player_1411,28,Midfielder,Asia,2077,4,3.0,58,24.0,1.0,3,89,0,1
Player_1412,23,Forward,Africa,2110,3,4.0,35,16.0,40.1,1,77,0,1
Player_1413,22,Goalkeeper,South America,1773,0,0.0,78,43.0,22.2,0,55,108,1
Player_1414,31,Goalkeeper,South America,1030,0,0.0,80,37.0,1.0,0,31,64,0
Player_1415,23,Defender,South America,1910,2,,86,1.0,5.3,3,64,0,0
Player_1416,28,Goalkeeper,Europe,2249,0,0.0,77,17.0,25.9,2,69,98,1
Player_1417,19,Defender,Europe,1787,0,1.0,56,7.0,1.0,2,53,0,1
Player_1418,25,Goalkeeper,Europe,1176,0,0.0,57,24.0,9.9,1,34,87,0
Player_1419,27,Midfielder,Asia,1338,8,3.0,69,17.0,10.1,2,29,0,0
Player_1420,24,Goalkeeper,South America,3175,0,0.0,49,51.0,14.1,1,75,57,1
Player_1421,22,Defender,Africa,1898,0,1.0,63,55.0,1.0,2,46,0,0
Player_1422,26,Forward,Africa,1557,16,3.0,20,31.0,1.2,0,29,0,0
Player_1423,28,Midfielder,Africa,1991,9,11.0,60,33.0,6.7,1,78,0,1
Player_1424,23,Forward,Europe,2815,17,,29,14.0,1.0,0,78,0,1
Player_1425,27,Defender,Europe,2280,0,0.0,58,23.0,22.3,2,72,0,1
Player_1426,28,Midfielder,Africa,1584,8,8.0,75,14.0,45.5,3,52,0,0
Player_1427,22,Goalkeeper,Africa,2348,0,0.0,81,6.0,34.3,0,80,19,1
Player_1428,27,Midfielder,Europe,1956,8,10.0,72,51.0,15.3,3,54,0,0
Player_1429,29,Goalkeeper,Africa,2141,0,0.0,81,6.0,11.7,3,55,97,0
Player_1430,27,Midfielder,Europe,2907,9,5.0,52,26.0,34.7,3,86,0,1
Player_1431,30,Defender,Europe,2072,1,0.0,69,16.0,,1,73,0,1
Player_1432,25,Defender,Asia,1733,3,2.0,67,3.0,1.0,2,64,0,1
Player_1433,28,Forward,Africa,1225,16,7.0,41,49.0,21.3,2,23,0,0
Player_1434,27,Forward,South America,2346,8,6.0,20,,4.8,2,60,0,1
Player_1435,25,Midfielder,Asia,2459,6,4.0,62,0.0,14.6,0,91,0,1
Player_1436,25,Forward,Africa,2715,20,3.0,37,61.0,39.7,0,49,0,1
Player_1437,27,Forward,South America,2200,16,2.0,27,4.0,9.4,2,87,0,1
Player_1438,21,Midfielder,Asia,1826,0,11.0,89,11.0,13.5,2,51,0,0
Player_1439,31,Forward,Europe,2445,7,0.0,23,19.0,8.2,1,77,0,1
Player_1440,23,Forward,South America,1565,4,9.0,53,52.0,26.1,3,38,0,0
Player_1441,31,Midfielder,Europe,2180,6,6.0,25,50.0,25.4,2,79,0,1
Player_1442,25,Midfielder,Africa,2298,3,9.0,50,21.0,26.4,0,72,0,1
Player_1443,27,Forward,Europe,1605,6,5.0,50,0.0,25.8,1,36,0,0
Player_1444,25,Midfielder,Asia,120,0,3.0,84,18.0,12.3,1,43,0,0
Player_1445,27,Forward,Europe,2464,11,8.0,54,26.0,18.8,1,84,0,1
Player_1446,27,Midfielder,South America,2836,9,2.0,53,3.0,32.6,2,51,0,1
Player_1447,27,Defender,Asia,2417,4,2.0,49,0.0,1.0,0,66,0,1
Player_1448,25,Goalkeeper,Asia,1500,0,0.0,92,0.0,38.2,1,62,116,1
Player_1449,23,Midfielder,Europe,2405,0,,68,9.0,1.0,1,37,0,1
Player_1450,21,Goalkeeper,Europe,30,0,0.0,86,9.0,15.5,2,54,144,0
Player_1451,31,Forward,Europe,1616,0,12.0,74,21.0,1.0,3,59,0,0
Player_1452,25,Forward,Africa,2132,17,6.0,22,11.0,27.9,1,82,0,1
Player_1453,27,Forward,Asia,2760,9,5.0,20,9.0,29.5,2,69,0,1
Player_1454,24,Midfielder,Europe,1575,10,9.0,82,0.0,15.6,3,40,0,0
Player_1455,24,Forward,Europe,1830,9,7.0,20,53.0,25.3,2,44,0,0
Player_1456,29,Defender,Africa,1328,0,1.0,90,17.0,24.8,3,36,0,0
Player_1457,27,Forward,Asia,3206,17,4.0,50,29.0,25.6,2,91,0,1
Player_1458,30,Defender,South America,120,1,3.0,64,0.0,14.0,2,43,0,0
Player_1459,19,Forward,Europe,2716,0,13.0,62,12.0,18.1,2,79,0,1
Player_1460,23,Forward,South America,30,13,4.0,38,21.0,1.0,2,45,0,0
Player_1461,26,Forward,Europe,2277,10,8.0,34,22.0,37.5,2,73,0,1
Player_1462,26,Defender,Asia,2142,4,1.0,89,15.0,5.1,1,85,0,1
Player_1463,24,Forward,Africa,2572,0,5.0,33,0.0,9.7,0,66,0,1
Player_1464,25,Defender,Europe,1379,2,4.0,74,34.0,34.4,1,63,0,1
Player_1465,33,Defender,Europe,1900,0,3.0,80,,46.3,2,45,0,0
Player_1466,27,Forward,Europe,1611,24,3.0,35,11.0,8.3,0,34,0,1
Player_1467,23,Defender,South America,1380,0,5.0,81,36.0,35.7,3,72,0,0
Player_1468,18,Defender,Asia,1462,0,1.0,65,9.0,21.3,2,45,0,0
Player_1469,23,Midfielder,Asia,60,0,3.0,61,13.0,1.1,0,37,0,0
Player_1470,21,Defender,Africa,2124,0,0.0,50,14.0,5.0,0,88,0,1
Player_1471,27,Forward,Europe,2158,7,6.0,50,20.0,42.1,1,81,0,1
Player_1472,29,Goalkeeper,Europe,2280,0,0.0,80,2.0,11.1,0,80,100,1
Player_1473,28,Defender,Asia,2860,0,0.0,73,3.0,68.7,2,82,0,1
Player_1474,25,Defender,Africa,1890,1,2.0,71,8.0,13.9,0,65,0,1
